Countyfips;StateCode;State;Year;Total Population
0;VT;Vermont;1997;597239
0;VT;Vermont;1998;600416
0;VT;Vermont;1999;604683
0;VT;Vermont;2000;609618
0;VT;Vermont;2001;612223
0;VT;Vermont;2002;615442
0;VT;Vermont;2003;617858
0;VT;Vermont;2004;619920
0;VT;Vermont;2005;621215
0;VT;Vermont;2006;622892
0;VT;Vermont;2007;623481
0;VT;Vermont;2008;624151
0;VT;Vermont;2009;624817
0;VT;Vermont;2010;625886
0;VT;Vermont;2011;627197
0;VT;Vermont;2012;626361
0;VT;Vermont;2013;626603
0;VT;Vermont;2014;625693
0;VT;Vermont;2015;625810
0;VT;Vermont;2016;624366
0;VT;Vermont;2017;625132
0;VT;Vermont;2018;624802
0;VT;Vermont;2019;624046
0;VT;Vermont;2020;642977
0;VT;Vermont;2021;647210
0;VT;Vermont;2022;648142
0;VT;Vermont;2023;648708
0;VT;Vermont;2024;648493
0;VA;Virginia;1990;6216884
0;VA;Virginia;1991;6301217
0;VA;Virginia;1992;6414307
0;VA;Virginia;1993;6509630
0;VA;Virginia;1994;6593139
0;VA;Virginia;1995;6670693
0;VA;Virginia;1996;6750884
0;VA;Virginia;1997;6829183
0;VA;Virginia;1998;6900918
0;VA;Virginia;1999;7000174
0;VA;Virginia;2000;7105817
0;VA;Virginia;2001;7198362
0;VA;Virginia;2002;7286873
0;VA;Virginia;2003;7366977
0;VA;Virginia;2004;7475575
0;VA;Virginia;2005;7577105
0;VA;Virginia;2006;7673725
0;VA;Virginia;2007;7751000
0;VA;Virginia;2008;7833496
0;VA;Virginia;2009;7925937
0;VA;Virginia;2010;8024004
0;VA;Virginia;2011;8102437
0;VA;Virginia;2012;8187456
0;VA;Virginia;2013;8255861
0;VA;Virginia;2014;8315430
0;VA;Virginia;2015;8367303
0;VA;Virginia;2016;8417651
0;VA;Virginia;2017;8471011
0;VA;Virginia;2018;8510920
0;VA;Virginia;2019;8556642
0;VA;Virginia;2020;8637615
0;VA;Virginia;2021;8658910
0;VA;Virginia;2022;8683414
0;VA;Virginia;2023;8734685
0;VA;Virginia;2024;8811195
0;WA;Washington;1990;4903043
0;WA;Washington;1991;5025624
0;WA;Washington;1992;5160757
0;WA;Washington;1993;5278842
0;WA;Washington;1994;5375161
0;WA;Washington;1995;5481027
0;WA;Washington;1996;5569753
0;WA;Washington;1997;5674747
0;WA;Washington;1998;5769562
0;WA;Washington;1999;5842564
0;WA;Washington;2000;5910512
0;WA;Washington;2001;5985722
0;WA;Washington;2002;6052349
0;WA;Washington;2003;6104115
0;WA;Washington;2004;6178645
0;WA;Washington;2005;6257305
0;WA;Washington;2006;6370753
0;WA;Washington;2007;6461587
0;WA;Washington;2008;6562231
0;WA;Washington;2009;6667426
0;WA;Washington;2010;6743009
0;WA;Washington;2011;6827479
0;WA;Washington;2012;6898599
0;WA;Washington;2013;6966252
0;WA;Washington;2014;7057531
0;WA;Washington;2015;7167287
0;WA;Washington;2016;7299961
0;WA;Washington;2017;7427951
0;WA;Washington;2018;7526793
0;WA;Washington;2019;7614024
0;WA;Washington;2020;7727209
0;WA;Washington;2021;7743760
0;WA;Washington;2022;7794123
0;WA;Washington;2023;7857320
0;WA;Washington;2024;7958180
0;WV;West Virginia;1990;1792548
0;WV;West Virginia;1991;1798735
0;WV;West Virginia;1992;1806451
0;WV;West Virginia;1993;1817539
0;WV;West Virginia;1994;1820421
0;WV;West Virginia;1995;1823700
0;WV;West Virginia;1996;1822808
0;WV;West Virginia;1997;1819113
0;WV;West Virginia;1998;1815609
0;WV;West Virginia;1999;1811799
0;WV;West Virginia;2000;1807021
0;WV;West Virginia;2001;1801481
0;WV;West Virginia;2002;1805414
0;WV;West Virginia;2003;1812295
0;WV;West Virginia;2004;1816438
0;WV;West Virginia;2005;1820492
0;WV;West Virginia;2006;1827912
0;WV;West Virginia;2007;1834052
0;WV;West Virginia;2008;1840310
0;WV;West Virginia;2009;1847775
0;WV;West Virginia;2010;1854265
0;WV;West Virginia;2011;1856606
0;WV;West Virginia;2012;1857446
0;WV;West Virginia;2013;1854768
0;WV;West Virginia;2014;1850569
0;WV;West Virginia;2015;1843332
0;WV;West Virginia;2016;1832435
0;WV;West Virginia;2017;1818683
0;WV;West Virginia;2018;1805953
0;WV;West Virginia;2019;1795263
0;WV;West Virginia;2020;1791646
0;WV;West Virginia;2021;1785618
0;WV;West Virginia;2022;1774122
0;WV;West Virginia;2023;1770495
0;WV;West Virginia;2024;1769979
0;WI;Wisconsin;1990;4904562
0;WI;Wisconsin;1991;4964343
0;WI;Wisconsin;1992;5025398
0;WI;Wisconsin;1993;5084889
0;WI;Wisconsin;1994;5133678
0;WI;Wisconsin;1995;5184836
0;WI;Wisconsin;1996;5229986
0;WI;Wisconsin;1997;5266213
0;WI;Wisconsin;1998;5297673
0;WI;Wisconsin;1999;5332666
0;WI;Wisconsin;2000;5373999
0;WI;Wisconsin;2001;5406835
0;WI;Wisconsin;2002;5445162
0;WI;Wisconsin;2003;5479203
0;WI;Wisconsin;2004;5514026
0;WI;Wisconsin;2005;5546166
0;WI;Wisconsin;2006;5577655
0;WI;Wisconsin;2007;5610775
0;WI;Wisconsin;2008;5640996
0;WI;Wisconsin;2009;5669264
0;WI;Wisconsin;2010;5690538
0;WI;Wisconsin;2011;5705840
0;WI;Wisconsin;2012;5720825
0;WI;Wisconsin;2013;5738012
0;WI;Wisconsin;2014;5753199
0;WI;Wisconsin;2015;5762927
0;WI;Wisconsin;2016;5775170
0;WI;Wisconsin;2017;5793147
0;WI;Wisconsin;2018;5809319
0;WI;Wisconsin;2019;5824581
0;WI;Wisconsin;2020;5897375
0;WI;Wisconsin;2021;5881608
0;WI;Wisconsin;2022;5903975
0;WI;Wisconsin;2023;5930405
0;WI;Wisconsin;2024;5960975
0;WY;Wyoming;1990;453690
0;WY;Wyoming;1991;459260
0;WY;Wyoming;1992;466251
0;WY;Wyoming;1993;473081
0;WY;Wyoming;1994;480283
0;WY;Wyoming;1995;485160
0;WY;Wyoming;1996;488167
0;WY;Wyoming;1997;489452
0;WY;Wyoming;1998;490787
0;WY;Wyoming;1999;491780
0;WY;Wyoming;2000;494300
0;WY;Wyoming;2001;494657
0;WY;Wyoming;2002;500017
0;WY;Wyoming;2003;503453
0;WY;Wyoming;2004;509106
0;WY;Wyoming;2005;514157
0;WY;Wyoming;2006;522667
0;WY;Wyoming;2007;534876
0;WY;Wyoming;2008;546043
0;WY;Wyoming;2009;559851
0;WY;Wyoming;2010;564531
0;WY;Wyoming;2011;567491
0;WY;Wyoming;2012;576656
0;WY;Wyoming;2013;582620
0;WY;Wyoming;2014;583159
0;WY;Wyoming;2015;586389
0;WY;Wyoming;2016;585243
0;WY;Wyoming;2017;579994
0;WY;Wyoming;2018;579054
0;WY;Wyoming;2019;580116
0;WY;Wyoming;2020;577681
0;WY;Wyoming;2021;579636
0;WY;Wyoming;2022;581978
0;WY;Wyoming;2023;585067
0;WY;Wyoming;2024;587618
0;PR;Puerto Rico;2010;3721525
0;PR;Puerto Rico;2011;3678732
0;PR;Puerto Rico;2012;3634488
0;PR;Puerto Rico;2013;3593077
0;PR;Puerto Rico;2014;3534874
0;PR;Puerto Rico;2015;3473232
0;PR;Puerto Rico;2016;3406672
0;PR;Puerto Rico;2017;3325284
0;PR;Puerto Rico;2018;3193344
0;PR;Puerto Rico;2019;3193553
