Countyfips;State;Year;Total Population;StateCode
0;Vermont;1997;597239;VT
0;Vermont;1998;600416;VT
0;Vermont;1999;604683;VT
0;Vermont;2000;609618;VT
0;Vermont;2001;612223;VT
0;Vermont;2002;615442;VT
0;Vermont;2003;617858;VT
0;Vermont;2004;619920;VT
0;Vermont;2005;621215;VT
0;Vermont;2006;622892;VT
0;Vermont;2007;623481;VT
0;Vermont;2008;624151;VT
0;Vermont;2009;624817;VT
0;Vermont;2010;625886;VT
0;Vermont;2011;627197;VT
0;Vermont;2012;626361;VT
0;Vermont;2013;626603;VT
0;Vermont;2014;625693;VT
0;Vermont;2015;625810;VT
0;Vermont;2016;624366;VT
0;Vermont;2017;625132;VT
0;Vermont;2018;624802;VT
0;Vermont;2019;624046;VT
0;Vermont;2020;642977;VT
0;Vermont;2021;647210;VT
0;Vermont;2022;648142;VT
0;Vermont;2023;648708;VT
0;Vermont;2024;648493;VT
0;Virginia;1990;6216884;VA
0;Virginia;1991;6301217;VA
0;Virginia;1992;6414307;VA
0;Virginia;1993;6509630;VA
0;Virginia;1994;6593139;VA
0;Virginia;1995;6670693;VA
0;Virginia;1996;6750884;VA
0;Virginia;1997;6829183;VA
0;Virginia;1998;6900918;VA
0;Virginia;1999;7000174;VA
0;Virginia;2000;7105817;VA
0;Virginia;2001;7198362;VA
0;Virginia;2002;7286873;VA
0;Virginia;2003;7366977;VA
0;Virginia;2004;7475575;VA
0;Virginia;2005;7577105;VA
0;Virginia;2006;7673725;VA
0;Virginia;2007;7751000;VA
0;Virginia;2008;7833496;VA
0;Virginia;2009;7925937;VA
0;Virginia;2010;8024004;VA
0;Virginia;2011;8102437;VA
0;Virginia;2012;8187456;VA
0;Virginia;2013;8255861;VA
0;Virginia;2014;8315430;VA
0;Virginia;2015;8367303;VA
0;Virginia;2016;8417651;VA
0;Virginia;2017;8471011;VA
0;Virginia;2018;8510920;VA
0;Virginia;2019;8556642;VA
0;Virginia;2020;8637615;VA
0;Virginia;2021;8658910;VA
0;Virginia;2022;8683414;VA
0;Virginia;2023;8734685;VA
0;Virginia;2024;8811195;VA
0;Washington;1990;4903043;WA
0;Washington;1991;5025624;WA
0;Washington;1992;5160757;WA
0;Washington;1993;5278842;WA
0;Washington;1994;5375161;WA
0;Washington;1995;5481027;WA
0;Washington;1996;5569753;WA
0;Washington;1997;5674747;WA
0;Washington;1998;5769562;WA
0;Washington;1999;5842564;WA
0;Washington;2000;5910512;WA
0;Washington;2001;5985722;WA
0;Washington;2002;6052349;WA
0;Washington;2003;6104115;WA
0;Washington;2004;6178645;WA
0;Washington;2005;6257305;WA
0;Washington;2006;6370753;WA
0;Washington;2007;6461587;WA
0;Washington;2008;6562231;WA
0;Washington;2009;6667426;WA
0;Washington;2010;6743009;WA
0;Washington;2011;6827479;WA
0;Washington;2012;6898599;WA
0;Washington;2013;6966252;WA
0;Washington;2014;7057531;WA
0;Washington;2015;7167287;WA
0;Washington;2016;7299961;WA
0;Washington;2017;7427951;WA
0;Washington;2018;7526793;WA
0;Washington;2019;7614024;WA
0;Washington;2020;7727209;WA
0;Washington;2021;7743760;WA
0;Washington;2022;7794123;WA
0;Washington;2023;7857320;WA
0;Washington;2024;7958180;WA
0;West Virginia;1990;1792548;WV
0;West Virginia;1991;1798735;WV
0;West Virginia;1992;1806451;WV
0;West Virginia;1993;1817539;WV
0;West Virginia;1994;1820421;WV
0;West Virginia;1995;1823700;WV
0;West Virginia;1996;1822808;WV
0;West Virginia;1997;1819113;WV
0;West Virginia;1998;1815609;WV
0;West Virginia;1999;1811799;WV
0;West Virginia;2000;1807021;WV
0;West Virginia;2001;1801481;WV
0;West Virginia;2002;1805414;WV
0;West Virginia;2003;1812295;WV
0;West Virginia;2004;1816438;WV
0;West Virginia;2005;1820492;WV
0;West Virginia;2006;1827912;WV
0;West Virginia;2007;1834052;WV
0;West Virginia;2008;1840310;WV
0;West Virginia;2009;1847775;WV
0;West Virginia;2010;1854265;WV
0;West Virginia;2011;1856606;WV
0;West Virginia;2012;1857446;WV
0;West Virginia;2013;1854768;WV
0;West Virginia;2014;1850569;WV
0;West Virginia;2015;1843332;WV
0;West Virginia;2016;1832435;WV
0;West Virginia;2017;1818683;WV
0;West Virginia;2018;1805953;WV
0;West Virginia;2019;1795263;WV
0;West Virginia;2020;1791646;WV
0;West Virginia;2021;1785618;WV
0;West Virginia;2022;1774122;WV
0;West Virginia;2023;1770495;WV
0;West Virginia;2024;1769979;WV
0;Wisconsin;1990;4904562;WI
0;Wisconsin;1991;4964343;WI
0;Wisconsin;1992;5025398;WI
0;Wisconsin;1993;5084889;WI
0;Wisconsin;1994;5133678;WI
0;Wisconsin;1995;5184836;WI
0;Wisconsin;1996;5229986;WI
0;Wisconsin;1997;5266213;WI
0;Wisconsin;1998;5297673;WI
0;Wisconsin;1999;5332666;WI
0;Wisconsin;2000;5373999;WI
0;Wisconsin;2001;5406835;WI
0;Wisconsin;2002;5445162;WI
0;Wisconsin;2003;5479203;WI
0;Wisconsin;2004;5514026;WI
0;Wisconsin;2005;5546166;WI
0;Wisconsin;2006;5577655;WI
0;Wisconsin;2007;5610775;WI
0;Wisconsin;2008;5640996;WI
0;Wisconsin;2009;5669264;WI
0;Wisconsin;2010;5690538;WI
0;Wisconsin;2011;5705840;WI
0;Wisconsin;2012;5720825;WI
0;Wisconsin;2013;5738012;WI
0;Wisconsin;2014;5753199;WI
0;Wisconsin;2015;5762927;WI
0;Wisconsin;2016;5775170;WI
0;Wisconsin;2017;5793147;WI
0;Wisconsin;2018;5809319;WI
0;Wisconsin;2019;5824581;WI
0;Wisconsin;2020;5897375;WI
0;Wisconsin;2021;5881608;WI
0;Wisconsin;2022;5903975;WI
0;Wisconsin;2023;5930405;WI
0;Wisconsin;2024;5960975;WI
0;Wyoming;1990;453690;WY
0;Wyoming;1991;459260;WY
0;Wyoming;1992;466251;WY
0;Wyoming;1993;473081;WY
0;Wyoming;1994;480283;WY
0;Wyoming;1995;485160;WY
0;Wyoming;1996;488167;WY
0;Wyoming;1997;489452;WY
0;Wyoming;1998;490787;WY
0;Wyoming;1999;491780;WY
0;Wyoming;2000;494300;WY
0;Wyoming;2001;494657;WY
0;Wyoming;2002;500017;WY
0;Wyoming;2003;503453;WY
0;Wyoming;2004;509106;WY
0;Wyoming;2005;514157;WY
0;Wyoming;2006;522667;WY
0;Wyoming;2007;534876;WY
0;Wyoming;2008;546043;WY
0;Wyoming;2009;559851;WY
0;Wyoming;2010;564531;WY
0;Wyoming;2011;567491;WY
0;Wyoming;2012;576656;WY
0;Wyoming;2013;582620;WY
0;Wyoming;2014;583159;WY
0;Wyoming;2015;586389;WY
0;Wyoming;2016;585243;WY
0;Wyoming;2017;579994;WY
0;Wyoming;2018;579054;WY
0;Wyoming;2019;580116;WY
0;Wyoming;2020;577681;WY
0;Wyoming;2021;579636;WY
0;Wyoming;2022;581978;WY
0;Wyoming;2023;585067;WY
0;Wyoming;2024;587618;WY
0;Puerto Rico;2010;3721525;PR
0;Puerto Rico;2011;3678732;PR
0;Puerto Rico;2012;3634488;PR
0;Puerto Rico;2013;3593077;PR
0;Puerto Rico;2014;3534874;PR
0;Puerto Rico;2015;3473232;PR
0;Puerto Rico;2016;3406672;PR
0;Puerto Rico;2017;3325284;PR
0;Puerto Rico;2018;3193344;PR
0;Puerto Rico;2019;3193553;PR
